task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud
glouton,2026-03-15T13:53:26,codecarbon,8c057840-c38a-42fa-84af-6bad73b8e286,0.3085186469834298,4.662483230767667e-09,1.5109344607841987e-08,3.500102938326248,0.0,10.0,3.1013538860065996e-07,0.0,8.740309360695796e-07,1.1841663246702396e-06,0.0,Canada,CAN,quebec,,,Linux-6.19.6-arch1-1-x86_64-with-glibc2.43,3.13.11,3.2.3,8,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,-73.6985,45.5496,15.338634490966797,process,0.0,0.0,0.0,0.0,N
dynamic,2026-03-15T13:53:34,codecarbon,8c057840-c38a-42fa-84af-6bad73b8e286,7.484194414020749,1.0822079320039112e-07,1.4459843059270698e-08,3.3688351414193782,0.0,10.0,6.732659198913293e-06,0.0,2.0752998677845526e-05,2.748565787675882e-05,0.0,Canada,CAN,quebec,,,Linux-6.19.6-arch1-1-x86_64-with-glibc2.43,3.13.11,3.2.3,8,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,-73.6985,45.5496,15.338634490966797,process,0.0,0.0,0.0,0.0,N
