timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-03-17T18:53:11,codecarbon,1125e61a-3116-42a0-9384-f71e5e40209e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.08438772700174013,2.739135386673596e-08,3.245893074732435e-07,1.8168062629041557,0.0,10.0,1.6389543604976773e-06,0.0,5.317836094440685e-06,6.956790454938362e-06,0.0,Canada,CAN,quebec,,,Linux-6.19.8-arch1-1-x86_64-with-glibc2.43,3.13.11,3.2.3,8,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,,,-73.5703,45.4994,15.338645935058594,process,0,0,0,0,N,1.0,0.0
